0.635,0,0.635,1,0.1,0.9,0
50.204,37.45,0.596,2,0.1,0.9,1
60.233,1.676,0.574,2,0.1,0.9,1
65.51,4.71,0.567,2,0.1,0.9,1
70.716,4.827,0.379,2,0.1,0.9,1
75.163,4,0.447,2,0.1,0.9,1
79.873,4.267,0.443,2,0.1,0.9,1
83.572,3.299,0.4,2,0.1,0.9,0
102.44,12.728,0.537,2,0.1,0.9,1
105.44,2.641,0.359,2,0.1,0.9,0
108.62,1.662,0.447,2,0.1,0.9,1
111.71,2.649,0.441,2,0.1,0.9,0
118.18,1.32,0.583,2,0.1,0.9,1
122.21,3.465,0.569,2,0.1,0.9,1
126,3.361,0.422,2,0.1,0.9,1
129.68,3.163,0.521,2,0.1,0.9,0
135.1,2.542,0.483,2,0.1,0.9,1
142.78,1.853,0.482,2,0.1,0.9,1
145.75,2.5,0.47,2,0.1,0.9,1
155.22,1.046,0.416,1,0.1,0.9,0
156.98,1.28,0.48,1,0.1,0.9,0
159.3,1.813,0.511,1,0.1,0.9,1
161.88,2.227,0.353,1,0.1,0.9,0
163.47,1.185,0.399,1,0.1,0.9,0
170.32,2.741,0.118,1,0.1,0.9,0
212.6,41.166,0.738,2,0.1,0.9,1
215.16,2.173,0.393,2,0.1,0.9,1
216.89,1.34,0.387,2,0.1,0.9,1
221.36,4.154,0.32,2,0.1,0.9,0
224.37,1.651,0.457,2,0.1,0.9,1
228.03,3.3,0.366,2,0.1,0.9,1
231.05,2.577,0.439,2,0.1,0.9,1
237.83,1.125,0.444,2,0.1,0.9,0
241.09,1.25,0.394,2,0.1,0.9,1
244.52,2.946,0.486,2,0.1,0.9,1
253.52,1.288,0.453,2,0.1,0.9,1
256.84,2.788,0.533,2,0.1,0.9,1
260.3,3.107,0.354,2,0.1,0.9,1
270.67,1.412,0.766,2,0.1,0.9,1
279.92,2.915,0.546,2,0.1,0.9,1
290.12,1.493,0.488,2,0.1,0.9,1
293.41,2.838,0.451,2,0.1,0.9,1
297.21,3.394,0.401,2,0.1,0.9,0
301.67,3.013,0.498,1,0.1,0.9,0
306.09,1.19,0.483,2,0.1,0.9,1
309.48,2.989,0.402,2,0.1,0.9,1
312.8,2.909,0.403,2,0.1,0.9,1
326,1.276,0.446,1,0.1,0.9,0
327.62,1.164,0.453,1,0.1,0.9,0
329.73,1.2,0.561,1,0.1,0.9,0
333.81,1.328,0.478,1,0.1,0.9,0
335.31,1.07,0.429,1,0.1,0.9,0
337.22,1.445,0.467,1,0.1,0.9,1
339.78,2.11,0.453,1,0.1,0.9,0
341.4,1.272,0.347,1,0.1,0.9,0
343.18,1.379,0.398,1,0.1,0.9,0
345.77,2.171,0.418,1,0.1,0.9,0
351.26,2.686,0.487,2,0.1,0.9,1
354.02,2.396,0.36,2,0.1,0.9,1
357.17,2.728,0.42,2,0.1,0.9,0
358.69,1.097,0.422,2,0.1,0.9,1
361.96,2.712,0.559,2,0.1,0.9,1
365.12,2.763,0.4,2,0.1,0.9,1
372.29,1.433,0.525,2,0.1,0.9,1
375.3,2.638,0.373,2,0.1,0.9,1
378.67,2.94,0.43,2,0.1,0.9,1
382.35,3.185,0.498,2,0.1,0.9,1
386.13,3.439,0.333,2,0.1,0.9,1
389.09,2.621,0.342,2,0.1,0.9,1
394.68,2.04,0.432,2,0.1,0.9,1
397.44,2.354,0.405,2,0.1,0.9,1
400.6,2.802,0.363,2,0.1,0.9,1
404.45,3.286,0.558,2,0.1,0.9,1
408.29,3.419,0.423,2,0.1,0.9,1
412.08,3.382,0.405,2,0.9,0.1,0
419.91,1.061,0.431,2,0.9,0.1,0
422.25,1.785,0.554,2,0.9,0.1,1
427.34,1.785,0.479,2,0.9,0.1,0
465.74,35.241,0.428,2,0.9,0.1,0
490.43,23.377,0.439,2,0.9,0.1,0
511.81,19.551,0.419,2,0.9,0.1,0
513.47,1.049,0.605,1,0.9,0.1,1
515.74,1.867,0.401,1,0.9,0.1,1
524.78,1.395,0.457,1,0.9,0.1,0
558.24,1.307,0.507,1,0.9,0.1,1
560.55,1.909,0.402,1,0.9,0.1,1
563.78,2.888,0.342,1,0.9,0.1,1
566.72,2.395,0.553,1,0.9,0.1,1
570.01,2.385,0.905,1,0.9,0.1,1
572.65,2.3,0.338,1,0.9,0.1,1
575.24,2.283,0.304,1,0.9,0.1,1
578.22,2.537,0.448,1,0.9,0.1,1
580.65,2.058,0.367,1,0.9,0.1,1
583.43,2.349,0.433,1,0.9,0.1,1
586.45,2.565,0.453,1,0.9,0.1,1
