4.251,2.67,1.581,2,1,1,1
57.78,1.372,1.309,2,1,1,1
83.455,1.38,1.312,2,1,1,1
127.22,2.908,1.129,2,1,1,1
149,6.049,0.683,2,1,1,1
245.13,1.195,1.533,2,1,1,1
352.68,2.954,0.968,2,1,1,1
637.16,1.321,0.686,2,1,1,1
728.61,2.734,1.596,2,1,1,1
739.79,10.548,0.628,2,1,1,1
919.55,1.323,0.863,2,1,1,1
932.21,10.431,0.826,1,1,1,1
945.16,2.803,0.888,2,1,1,1
948.73,1.093,1.683,2,1,1,1
971.6,21.998,0.866,2,1,1,1
996.01,1.586,0.989,2,1,1,1
1090,7.327,0.835,2,1,1,1
1128.4,1.474,1.006,2,1,1,1
1143.3,1.656,0.986,2,1,1,1
1157.4,8.354,0.738,2,1,1,1
1173.1,2.849,1.064,2,1,1,1
1198.3,2.04,1.006,2,1,1,1
1223.8,3.821,1.13,2,1,1,1
1259.7,1.405,1.096,1,1,1,1
1291.9,1.248,7.554,2,1,1,1
1350,2.085,1.089,2,1,1,1
1370.2,3.456,0.833,2,1,1,1
1386.5,1.283,0.972,2,1,1,1
1404.9,1.415,1.3,2,1,1,1
1433.9,1.93,1.89,2,1,1,1
1456.8,1.44,1.193,1,1,1,1
1626,1.078,1.178,2,1,1,1
1638.8,1.542,0.76,2,1,1,1
1650.5,2.33,1.888,1,1,1,1
1673,3.427,1.283,1,1,1,1
1682.1,1.607,0.805,2,1,1,1
1703.5,1.091,1.074,2,1,1,1
1730.5,2.685,1.097,2,1,1,1
1746.9,6.016,0.623,2,1,1,1
1789.8,1.163,1.291,2,1,1,1
1803.3,1.166,1.521,1,1,1,1
1821.3,3.328,0.794,2,1,1,1
1930.4,1.535,1.794,1,1,1,1
1938.1,1.124,1.118,2,1,1,1
1953.8,2.609,1.023,2,1,1,1
2034,1.226,1.106,2,1,1,1
2047.1,1.097,0.677,2,1,1,1
2065.7,1.37,0.769,2,1,1,1
2229.2,1.243,0.656,2,1,1,1
2254.2,2.333,1.09,1,1,1,1
2267.3,1.222,0.768,2,1,1,1
2291.2,1.031,1.236,2,1,1,1
2308.3,1.273,0.642,2,1,1,1
2334.6,1.616,1.794,1,1,1,1
2360.8,3.262,0.919,2,1,1,1
2370.5,8.36,1.311,1,1,1,1
