25.96,11.608,2.166,2,1,0,0
35.986,1.7,0.702,2,1,0,0
79.038,6.642,0.984,2,1,0,0
122.13,2.362,0.423,1,1,0,1
124.4,1.832,0.442,1,1,0,1
133.76,1.686,0.394,2,1,0,0
177.9,27.07,0.592,1,1,0,1
184.77,1.303,0.583,2,1,0,0
186.48,1.293,0.413,2,1,0,0
194.03,1.568,0.39,1,1,0,1
196.38,1.975,0.375,1,1,0,1
199.78,3.078,0.322,1,1,0,1
215.15,2.581,0.545,2,1,0,0
261.2,43.635,0.483,1,1,0,1
266.65,1.993,0.436,1,1,0,1
299.05,9.531,0.584,1,1,0,1
302.8,3.406,0.346,1,1,0,1
309.13,1.322,0.48,1,1,0,1
316.88,1.168,0.504,1,1,0,1
362.63,1.343,0.428,1,1,0,1
369.05,1.334,0.562,1,1,0,1
377.06,1.179,0.427,1,1,0,1
482.37,71.728,0.515,2,1,0,0
490.42,7.675,0.375,1,1,0,1
501.18,1.271,0.48,1,1,0,1
513.87,1.916,0.502,1,1,0,1
517.64,3.426,0.351,1,1,0,1
521.83,1.274,0.379,1,1,0,1
530.4,1.093,0.48,1,1,0,1
535.87,1.519,0.451,1,1,0,1
540.85,1.047,0.478,1,1,0,1
544.09,2.881,0.358,1,1,0,1
548.07,3.656,0.328,1,1,0,1
552.96,4.529,0.361,1,1,0,1
556.12,2.773,0.382,1,1,0,1
561.84,1.304,0.334,1,1,0,1
618.97,1.337,0.373,1,1,0,1
625.4,1.518,0.436,1,1,0,1
632.17,1.704,0.484,2,1,0,0
634.03,1.494,0.368,2,1,0,0
637.21,1.589,0.411,1,1,0,1
648.13,1.334,0.436,1,1,0,1
651.57,2.971,0.461,1,1,0,1
655.39,3.497,0.326,1,1,0,1
665.02,1.445,0.468,2,1,0,0
670.46,1.334,0.429,1,1,0,1
674.54,1.077,0.364,1,1,0,1
690.37,1.596,0.547,1,1,0,1
700.98,1.252,0.609,2,1,0,0
702.6,1.113,0.508,1,1,0,1
726.74,20.02,0.503,1,1,0,1
734.8,1.241,0.344,1,1,0,1
737.68,2.535,0.344,1,1,0,1
754.57,1.269,0.541,1,1,0,1
757.95,3,0.38,1,1,0,1
760.86,2.596,0.319,1,1,0,1
766.08,1.332,0.357,1,1,0,1
776.32,2.676,1.027,2,1,0,0
811.75,34.831,0.594,2,1,0,0
825.49,13.169,0.574,1,1,0,1
828.25,2.319,0.443,1,1,0,1
834.92,1.227,0.409,1,1,0,1
866.12,11.88,0.543,1,1,0,1
873.79,1.221,0.453,1,1,0,1
876.28,2.108,0.375,1,0,1,0
877.75,1.132,0.339,1,0,1,0
881.57,1.471,0.369,1,0,1,0
883.15,1.211,0.369,1,0,1,0
891.72,5.954,0.506,2,0,1,1
895.16,3.061,0.384,2,0,1,1
901.5,1.353,0.484,2,0,1,1
904.4,2.512,0.382,2,0,1,1
907.59,2.728,0.466,2,0,1,1
911.28,3.192,0.495,2,0,1,1
916.04,1.271,0.457,2,0,1,1
924.71,1.973,0.427,1,0,1,0
928.86,1.382,0.467,1,0,1,0
934.55,1.424,0.429,2,0,1,1
939.34,1.093,0.473,1,0,1,0
942.85,1.413,0.392,1,0,1,0
956.67,9.759,0.517,2,0,1,1
1029.8,60.083,0.564,2,0,1,1
1032.1,1.947,0.321,2,0,1,1
1035.7,3.191,0.441,2,0,1,1
1041.2,1.08,0.484,1,0,1,0
1048.4,1.241,0.543,2,0,1,1
1051.7,2.855,0.37,2,0,1,1
1054.6,2.563,0.41,2,0,1,1
1061.4,1.392,0.383,1,0,1,0
1256.4,73.284,0.955,2,0,1,1
1304.8,32.618,0.42,1,0,1,0
1306.3,1.081,0.395,1,0,1,0
1343.2,8.039,0.624,1,0,1,0
1347.6,3.973,0.387,1,0,1,0
1381.5,1.334,0.519,2,0,1,1
1384,2.193,0.366,2,0,1,1
1389,1.194,0.506,2,0,1,1
1391.5,2.189,0.355,2,0,1,1
1395.5,3.579,0.379,2,0,1,1
1398.7,2.818,0.375,2,0,1,1
1403.5,1.058,0.538,1,0,1,0
1405,1.091,0.422,1,0,1,0
1408.1,1.403,0.395,1,0,1,0
1412.1,3.555,0.456,2,0,1,1
1481.2,52.392,0.519,2,0,1,1
1485.6,1.11,0.491,2,0,1,1
1490,1.131,0.411,2,0,1,1
1497.6,1.549,0.448,1,0,1,0
1499.4,1.286,0.528,1,0,1,0
1503.7,1.066,0.516,2,0,1,1
1511.2,1.118,0.572,2,0,1,1
1514.4,2.915,0.343,2,0,1,1
1561.4,34.332,0.783,1,0,1,0
1604,41.006,0.394,2,0,1,1
1611.1,1.046,0.439,2,0,1,1
1654.7,1.555,0.503,1,0,1,0
1659.9,1.264,0.404,2,0,1,1
1665.5,1.038,0.497,2,0,1,1
