89.89,4.48,0.575,2,0,1,1
131.43,1.235,0.809,2,0,1,1
178.32,1.165,0.452,2,0,1,1
185.86,7.021,0.526,2,0,1,1
208.56,1.175,0.824,2,0,1,1
220.37,1.113,0.375,2,0,1,1
234.97,1.283,0.426,2,0,1,1
241.1,5.445,0.688,2,0,1,1
248.22,6.548,0.573,2,0,1,1
255.59,6.634,0.734,2,0,1,1
266.4,1.038,0.639,2,0,1,1
279.57,1.773,0.494,2,0,1,1
286.42,6.269,0.581,2,0,1,1
296.84,1.407,0.839,1,0,1,0
303.13,1.041,0.678,2,0,1,1
311.66,8.118,0.418,2,0,1,1
317.06,4.948,0.444,2,0,1,1
325,7.432,0.51,2,0,1,1
337.77,1.442,0.463,2,0,1,1
345.82,6.33,1.722,2,0,1,1
353.62,2.284,0.509,2,0,1,1
361.96,7.303,1.037,2,0,1,1
379.54,1.094,0.646,2,0,1,1
411.81,1.077,0.737,2,0,1,1
454.61,1.131,0.654,2,0,1,1
462.42,1.23,0.494,2,0,1,1
474.14,1.308,0.769,2,0,1,1
483.04,8.269,0.63,2,0,1,1
571.18,1.228,0.523,2,0,1,1
578.68,6.941,0.561,2,0,1,1
590.64,1.809,2.48,2,0,1,1
600.29,1.132,0.427,2,0,1,1
605.99,5.148,0.55,2,0,1,1
611.87,5.369,0.518,2,0,1,1
619.29,6.807,0.614,2,0,1,1
637.84,5.369,0.413,2,0,1,1
645.29,6.9,0.554,2,0,1,1
655.45,1.162,0.582,2,0,1,1
680.47,1.187,0.42,2,0,1,1
691.28,1.127,0.572,2,0,1,1
699.94,1.419,0.838,2,0,1,1
718.76,1.063,0.798,2,0,1,1
725.7,1.062,0.681,2,0,1,1
741.75,1.353,0.607,2,0,1,1
768.19,1.399,1.12,1,0,1,0
772.34,2.192,0.632,2,0,1,1
787.07,1.131,0.543,2,0,1,1
796.36,1.405,0.519,2,0,1,1
807.24,1.398,0.572,2,0,1,1
818.15,1.908,0.624,2,0,1,1
827.13,1.21,0.687,2,0,1,1
834.26,1.352,0.752,2,0,1,1
846.11,1.465,0.52,2,1,0,0
859.05,1.371,1.089,2,1,0,0
862.78,2.573,1.161,2,1,0,0
891.34,1.443,0.769,2,1,0,0
894.85,1.922,1.581,1,1,0,1
902.73,1.92,1.135,1,1,0,1
946.09,1.438,1.142,2,1,0,0
950.25,1.063,0.752,2,1,0,0
952.84,1.115,1.471,1,1,0,1
968.63,1.294,0.896,2,1,0,0
995.2,2.521,0.779,2,1,0,0
1008.6,1.383,1.194,2,1,0,0
1058.9,2.028,0.649,2,1,0,0
1094.9,1.46,0.762,2,1,0,0
1098.8,1.373,0.626,2,1,0,0
1102.3,2.122,0.787,1,1,0,1
1134.8,1.743,0.777,2,1,0,0
1136.9,1.388,0.695,2,1,0,0
1152.4,2.175,0.842,2,1,0,0
1154.4,1.405,0.626,2,1,0,0
1157,1.283,1.261,1,1,0,1
1187.2,6.245,0.68,2,1,0,0
1199,2.362,0.697,2,1,0,0
1204.6,1.835,0.546,2,1,0,0
1217.5,1.444,0.454,2,1,0,0
1228.9,3.293,0.781,2,1,0,0
1232,1.243,0.896,2,1,0,0
1271.2,4.302,0.679,2,1,0,0
1275,1.484,0.581,2,1,0,0
1276.8,1.242,0.653,2,1,0,0
1278.6,1.072,0.683,1,1,0,1
1314.4,1.422,0.674,2,1,0,0
1316.1,1.12,0.514,2,1,0,0
1320.6,2.282,0.59,2,1,0,0
1325.6,1.532,0.592,2,1,0,0
1330.2,1.455,0.529,2,1,0,0
1338.1,1.351,0.661,2,1,0,0
1340.4,1.293,0.758,2,1,0,0
1620.5,2.531,0.711,2,1,0,0
1634.8,2.366,0.621,2,1,0,0
1642,1.402,0.93,2,1,0,0
1787.2,142.16,0.553,1,1,0,1
1806.2,8.585,0.913,2,1,0,0
1844.7,2.146,1.609,1,1,0,1
1869.3,1.06,0.604,2,1,0,0
1893,1.815,0.553,2,1,0,0
1895.2,1.508,0.719,1,1,0,1
1932.7,1.083,0.466,2,1,0,0
1948,1.385,0.809,2,1,0,0
1962.5,1.323,0.5,2,1,0,0
1966.3,1.155,1.01,1,1,0,1
1988.4,3.925,0.506,2,1,0,0
2008.3,13.493,0.663,2,1,0,0
2011,1.131,1.067,2,1,0,0
2015,1.454,0.545,2,1,0,0
2026.6,1.524,2.039,1,1,0,1
2043.2,2.253,0.471,2,1,0,0
2067.9,1.368,0.616,2,1,0,0
2072.8,1.241,0.573,2,1,0,0
2074.9,1.372,0.632,2,1,0,0
2080,1.789,0.65,2,1,0,0
2094.4,10.866,0.728,1,1,0,1
2115.6,2.328,0.83,2,1,0,0
2129.5,1.391,0.966,1,1,0,1
2151,8.331,0.523,1,1,0,1
2181.9,1.043,0.478,2,1,0,0
2184.8,1.848,0.675,1,1,0,1
2206.5,1.666,0.99,2,1,0,0
2210.9,1.494,0.846,2,1,0,0
2283.4,3.011,1.049,1,1,0,1
2310.8,3.609,0.728,2,1,0,0
2327.2,10.718,0.533,1,1,0,1
2391.3,2.258,0.81,1,1,0,1
2404.5,4.702,0.609,1,1,0,1
2420.6,1.488,0.81,2,1,0,0
2423.1,1.644,0.872,1,1,0,1
