11.64,2.181,6.399,1,1,1,1,0
30.915,4.144,0.751,1,1,1,1,0
91.831,2.196,1.674,2,1,1,1,0
145.67,21.687,0.674,2,1,1,1,0
236.95,3.906,1.001,1,1,1,1,0
264.28,2.231,0.708,1,1,1,1,0
285.21,18.235,0.597,2,1,1,1,0
426.21,30.703,0.802,2,1,1,1,0
678.07,96.405,0.738,2,1,1,1,0
775.4,27.678,0.692,2,1,1,1,0
1064.1,136.67,1.018,2,1,1,1,0
1131.6,61.745,1.132,2,1,1,1,0
1456.7,47.472,0.722,2,1,1,1,0
1942.6,1.476,1.412,1,1,1,1,0
1946.8,3.076,0.681,2,1,1,1,0
2000.6,2.155,0.723,1,1,1,1,0
2014,12.875,0.576,2,1,1,1,0
2069.4,1.978,0.661,1,1,1,1,0
2240.6,12.134,0.959,2,1,1,1,0
2281.3,39.769,0.897,1,1,1,1,0
2285.8,3.462,0.784,2,1,1,1,0
